Product Name,Category,Specification,Price,Detailed Features
"ASUS ROG Zephyrus G16 GU605MI RTX 4070 Gaming Laptop 16"" WQXGA 240Hz",computers/laptops,Intel Core Ultra 7-155H - 32GB RAM - 1TB SSD - Win 11 Home - 2Y Warranty,"5,298.99",ROG Zephyrus G16
Microsoft Surface Laptop Studio 2,computers/laptops,Intel Core i7 13th Gen - 32GB RAM - 1TB SSD - NVIDIA GeForce RTX 4050 - Win 11 Home,"5,298.99",
"Apple Macbook Pro 14"" Laptop with M4 Pro Chip CTO - Space Black",computers/laptops,48GB Unified Memory - 1TB SSD - 14-Core CPU - 20-Core GPU - 14-inch Liquid Retina XDR Display 96W USB-C Power Adapter,"5,375.61",
"Apple Macbook Pro 14"" Laptop with M4 Pro Chip - CTO - Space Black",computers/laptops,48GB Unified Memory - 1TB SSD - 14-Core CPU - 20-Core GPU - 14-inch Liquid Retina XDR Display 96W USB-C Power Adapter,"5,375.61",
"HP ZBook Studio G11 Mobile Workstation 16"" WUXGA",computers/laptops,Intel Core Ultra 7 155H - 32GB RAM - 1TB SSD - NVIDIA RTX 4070 - Win 11 Pro - 3Y NBD Onsite Warranty - AX WiFi 7 + BT5.4,"5,384.00",
"Apple Macbook Pro 16"" Laptop with M4 Pro Chip - Space Black",computers/laptops,48GB Unified Memory - 512GB SSD - 14-Core CPU - 20-Core GPU - 16-inch Liquid Retina XDR Display 140W USB-C Power Adapter,"5,559.00",
"Apple Macbook Pro 16"" Laptop with M4 Pro Chip - Silver",computers/laptops,48GB Unified Memory - 512GB SSD - 14-Core CPU - 20-Core GPU - 16-inch Liquid Retina XDR Display 140W USB-C Power Adapter,"5,559.00",
"Dell XPS 9640 16 RTX 4060 Gaming Laptop 16.3"" UHD+ OLED Touch",computers/laptops,Intel Core Ultra 7 155H - 32GB RAM - 1TB SSD - Win 11 Home - 1Y Warranty,"5,594.28",Supercharged Performance. AI ready.
"MSI Creator Z17 HX Studio A14VFT-298NZ RTX 4060 Gaming Laptop 17"" QHD+ 165Hz Touch",computers/laptops,Intel Core i7-14700HX - 32GB RAM - 2TB SSD - Win 11 Pro - 2Y Warranty - BE Wi-Fi 7 + Bluetooth 5.4 - IR Cam - Thunderbolt 4 - HDMI 2.1 - with MSI Pen II,"5,598.99",Creator Z17 HX Studio - A14V
"Apple Macbook Pro 14"" Laptop with M3 Max Chip - Space Black",computers/laptops,36GB Unified Memory - 1TB SSD - 14-Core CPU - 30-Core GPU - 14-inch Liquid Retina XDR Display 96W USB-C Power Adapter,"5,605.00",
"Apple Macbook Pro 14"" Laptop with M4 Pro Chip - CTO - Space Black",computers/laptops,48GB Unified Memory - 1TB SSD - 14-Core CPU - 20-Core GPU - 14-inch Liquid Retina XDR Display Nano-Texture display finish. 96W USB-C Power Adapter,"5,675.89",
"HP ZBook Power G11 LTE Mobile Workstation 16"" QHD 400nits",computers/laptops,Intel Core Ultra 9 185H vPro - 64GB RAM - 1TB SSD - RTX A3000 Ada - Win 11 Pro - AX WiFi 6E + BT5.3 - FPR - IR Webcam - 3Y NBD Onsite Warranty,"5,687.00",
"Dell XPS 9640 16 RTX 4060 Gaming Laptop 16.3"" UHD+ OLED Touch",computers/laptops,Intel Core Ultra 9 185H - 32GB RAM - 1TB SSD - Win 11 Home - 1Y Warranty,"5,766.20",Supercharged Performance. AI ready.
"HP ZBook Studio G11 Mobile Workstation 16"" WUXGA",computers/laptops,Intel Core Ultra 7 155H - 32GB RAM - 1TB SSD - NVIDIA RTX 3000 Ada - Win 11 Pro - 3Y NBD Onsite Warranty - AX WiFi 7 + BT5.4,"5,814.00",
"Apple Macbook Pro 14"" Laptop with M4 Max Chip - Space Black",computers/laptops,"36GB Unified Memory - 1TB SSD - 14-Core CPU - 32-Core GPU - 14"" Liquid Retina XDR Display 96W USB-C Power Adapter","5,959.00",
"Apple Macbook Pro 14"" Laptop with M4 Max Chip - Silver",computers/laptops,36GB Unified Memory - 1TB SSD - 14-Core CPU - 32-Core GPU - 14-inch Liquid Retina XDR Display 96W USB-C Power Adapter,"5,959.00",
"Apple Macbook Pro 16"" Laptop with M4 Pro Chip - CTO - Space Black",computers/laptops,48GB Unified Memory - 1TB SSD - 14-Core CPU - 20-Core GPU - 16-inch Liquid Retina XDR Display 140W USB-C Power Adapter,"5,976.17",
"Apple Macbook Pro 16"" Laptop with M4 Pro Chip - CTO - Silver",computers/laptops,48GB Unified Memory - 512GB SSD - 14-Core CPU - 20-Core GPU - 16-inch Liquid Retina XDR Display 140W USB-C Power Adapter,"5,976.17",
"HP ZBook Fury G11 Mobile Workstation 16"" FHD 400nits Touch",computers/laptops,Intel Core i7-14700HX - 32GB RAM - 1TB SSD - RTX 3500 Ada - Win 11 Pro - AX WiFi 7+ BT5.4 - FPR - IR Webcam - 3Y NBD Onsite Warranty,"5,987.00",
"Lenovo ThinkPad P16v G2 Mobile Workstation 16"" WUXGA",computers/laptops,Intel Core Ultra 9-185H vPro - 32GB RAM - 1TB SSD - NVIDIA RTX 3000 Ada - Win 11 Pro - 3Y Onsite Warranty,"5,987.54","Designed for innovators and professionals, the 16? ThinkPad P16v Gen 2 mobile workstation packs the power of Intel Core Ultra processors with up to Intel vPro and AI-ready integrated Neuro Processing Unit (NPU) for anything you want to do. Even better - it boasts OS alternatives, embracing performance, versatility, mobility, and affordability.
Execute Workloads Like a Boss
Now, multitask and execute complex workflows in AI effortlessly with up to NVIDIA RTX Ada laptop GPUs. Produce high-quality images and animations and create high-end 3D visualisations thanks to vast memory and storage options. Also, this mobile workstation runs software optimally as it is Independent Software Vendor (ISV) certified.
Embark on a Stunning Visual Journey"
Microsoft Surface Laptop Studio 2,computers/laptops,Intel Core i7 13th Gen - 64GB RAM - 1TB SSD - NVIDIA GeForce RTX 4060 - Win 11 Home,"5,999.00",
"Apple Macbook Pro 14"" Laptop with M4 Pro Chip -CTO - Space Black",computers/laptops,24GB Unified Memory - 4TB SSD - 12-Core CPU - 16-Core GPU - 14-inch Liquid Retina XDR Display 70W USB-C Power Adapter,"6,175.50",
"HP ZBook Fury G11 Mobile Workstation 16"" FHD 400nits Touch",computers/laptops,Intel Core i9-14900HX - 32GB RAM - 1TB SSD - RTX 3500 Ada - Win 11 Pro - AX WiFi 7+ BT5.4 - FPR - IR Webcam - 3Y NBD Onsite Warranty,"6,436.00",
"Apple Macbook Pro 16"" Laptop with M3 Max Chip - Silver",computers/laptops,48GB Unified Memory - 1TB SSD - 16-Core CPU - 40-Core GPU - 16-inch Liquid Retina XDR Display - 140W USB-C Power Adapter,"6,499.00",
"Apple Macbook Pro 16"" Laptop with M3 Max Chip - Space Black",computers/laptops,48GB Unified Memory - 1TB SSD - 16-Core CPU - 40-Core GPU - 16-inch Liquid Retina XDR Display - 140W USB-C Power Adapter,"6,599.00",
"Apple Macbook Pro 16"" Laptop with M4 Max Chip - Space Black",computers/laptops,36GB Unified Memory - 1TB SSD - 14-Core CPU - 32-Core GPU - 16-inch Liquid Retina XDR Display 140W USB-C Power Adapter,"6,759.00",
"Apple Macbook Pro 16"" Laptop with M4 Max Chip - Silver",computers/laptops,36GB Unified Memory - 1TB SSD - 14-Core CPU - 32-Core GPU - 16-inch Liquid Retina XDR Display 140W USB-C Power Adapter,"6,759.00",
"Lenovo Legion Pro 7 16IAX10H RTX 5080 Gaming Laptop 16"" WQXGA OLED",computers/laptops,Intel Core Ultra 9-275HX - 32GB RAM - 1TB SSD - Win 11 Home - BE WiFi 7 + BT5.4 - Webcam - Thunderbolt4 (with DP2.1) - USB-C (with PD & DP2.1) - 2.5GbE RJ45 - 1yr warranty,"6,999.00","ULTIMATE PERFORMANCE FOR GAMERS - Desktop-Level Performance, Anywhere"
"Apple Macbook Pro 16"" Laptop with M4 Pro Chip - CTO - Space Black",computers/laptops,"48GB Unified Memory - 2TB SSD - 14-Core CPU - 20-Core GPU - 16-inch Liquid Retina XDR Display Nano-Texture display finish, 140W USB-C Power Adapter","7,076.33",
"Apple Macbook Pro 14"" Laptop with M4 Max Chip -CTO - Space Black",computers/laptops,"64GB Unified Memory - 1TB SSD - 16-Core CPU - 40-Core GPU - 14"" Liquid Retina XDR Display 96W USB-C Power Adapter","7,376.61",
"Gigabyte Aorus Master 16 BYH RTX 5080 Gaming Laptop 16"" QHD 240Hz OLED",computers/laptops,Intel Ultra 9 275HX - 32GB RAM - 1TB SSD - Win 11 Pro - BE WiFi7 + BT - IR Cam - Thunderbolt5 (with PD & DP) - HDMI2.1 - RJ45 - 3-zone RGB Backlit Keyboard,"7,499.00",'
"ASUS ROG Strix SCAR 16 G635LW RTX 5080 Gaming Laptop 16"" 2.5K 240Hz Mini LED",computers/laptops,Intel Core Ultra 9 275HX - 32GB RAM - 1TB SSD - Win 11 Home - BE WiFi7 + BT5.4 - IR Cam - Thunderbolt5 (with PD & DP) - HDMI2.1FRL - 2.5G Lan Port - Per-Key RGB Keyboard,"7,697.71","ROG STRIX SCAR 16 - Victory, accelerated."
"Apple Macbook Pro 16"" Laptop with M4 Max Chip - Space Black",computers/laptops,48GB Unified Memory - 1TB SSD - 16-Core CPU - 40-Core GPU - 16-inch Liquid Retina XDR Display 140W USB-C Power Adapter,"7,759.00",
"Apple Macbook Pro 16"" Laptop with M4 Max Chip - Silver",computers/laptops,48GB Unified Memory - 1TB SSD - 16-Core CPU - 40-Core GPU - 16-inch Liquid Retina XDR Display 140W USB-C Power Adapter,"7,759.00",
"Apple Macbook Pro 14"" Laptop with M4 Max Chip -CTO - Space Black",computers/laptops,"64GB Unified Memory - 2TB SSD - 16-Core CPU - 40-Core GPU - 14"" Liquid Retina XDR Display 96W USB-C Power Adapter","8,176.50",
"MSI Raider 18 HX AI A2XWIG-013NZ RTX 5080 Gaming Laptop 18"" UHD+ MiniLED 120Hz",computers/laptops,Intel Core Ultra 9 285HX - 64GB RAM - 4TB SSD - Win 11 Pro - AX Wi-Fi 7 + BT5.4 - Per-Key RGB Keyboard - 2Y Warranty,"8,598.00",Raider 18 HX AI A2XW
"Apple Macbook Pro 16"" Laptop with M4 Max Chip -CTO - Silver",computers/laptops,64GB Unified Memory - 2TB SSD - 16-Core CPU - 40-Core GPU - 16-inch Liquid Retina XDR Display 140W USB-C Power Adapter,"8,976.39",
"Apple Macbook Pro 16"" Laptop with M4 Max Chip - CTO - - Space Black",computers/laptops,64GB Unified Memory - 2TB SSD - 16-Core CPU - 40-Core GPU - 16-inch Liquid Retina XDR Display - 140W USB-C Power Adapter,"8,976.39",
"MSI Titan 18 HX AI A2XWIG-023NZ RTX 5080 Gaming Laptop 18"" UHD+ MiniLED 120Hz",computers/laptops,Intel Core Ultra 9 285HX - 64GB RAM - 6TB SSD - Win 11 Pro - AX Wi-Fi 7 + BT5.4 - Per-Key RGB Keyboard - 2Y Warranty,"9,298.98",Titan 18 HX A2XW
"MSI Raider 18 HX AI A2XWIG-013NZ RTX 5080 Gaming Laptop 18"" UHD+ MiniLED 120Hz",computers/laptops,Intel Core Ultra 9 285HX - 128GB RAM - 4TB SSD - Win 11 Pro - AX Wi-Fi 7 + BT5.4 - Per-Key RGB Keyboard - 2Y Warranty,"9,699.00",Raider 18 HX AI A2XW
"HP Spectre Foldable 17-cs0000tu 17"" 2.5K Laptop",computers/laptops,Intel Core i7-1250U - 16GB RAM - 1TB SSD - AX WiFi 6E + BT5.3 - IR Cam - Thunderbolt 4 (PD & DP1.4) - Win 11 Home - 1Y Warranty,"9,999.00",
"Gigabyte Aorus Master 16 BZH RTX 5090 Gaming Laptop 16"" QHD 240Hz OLED",computers/laptops,Intel Ultra 9 275HX - 32GB RAM - 1TB SSD - Win 11 Pro - BE WiFi7 + BT - IR Cam - Thunderbolt5 (with PD & DP) - HDMI2.1 - RJ45 - 3-zone RGB Backlit Keyboard,"9,999.00",OWN THE GAME
"Apple Macbook Pro 16"" Laptop with M4 Max Chip - CTO - - Space Black",computers/laptops,64GB Unified Memory - 4TB SSD - 16-Core CPU - 40-Core GPU - 16-inch Liquid Retina XDR Display - 140W USB-C Power Adapter,"10,176.22",
"ASUS ROG Zephyrus G16 GU605CX RTX 5090 Gaming Laptop 16"" 2.5K 240Hz OLED",computers/laptops,Intel Core Ultra 9 285H - 64GB RAM - 2TB SSD - Win 11 Pro - BE WiFi7 + BT5.4 - IR Cam - Thunderbolt4 (with PD & DP) - HDMI2.1 FRL - 1 Zone RGB Keyboard,"10,300.12",ROG ZEPHYRUS G16 (GU605) - Performance Meets Precision
"ASUS ROG Strix SCAR 18 G835LX RTX 5090 Gaming Laptop 18"" 2.5K 240Hz MiniLED",computers/laptops,Intel Core Ultra 9 275HX - 64GB RAM - 4TB SSD (2TB x2) - Win 11 Home - BE WiFi7 + BT5.4 - IR Cam - Thunderbolt5 (with PD & DP) - HDMI21. FRL - Per-Key RGB Keyboard,"10,842.28","ROG STRIX SCAR 18 - Victory, accelerated."
"Gigabyte Aorus Master 18 BZH RTX 5090 Gaming Laptop 18"" QHD 240Hz MiniLED",computers/laptops,Intel Ultra 9 275HX - 64GB RAM - 2TB SSD (1T x2) - Win 11 Pro - BE WiFi7 + BT - IR Cam - Thunderbolt5 (with PD & DP) - HDMI2.1 - RJ45 - Per Key RGB Keyboard,"12,799.01",AORUS MASTER 18 - OWN THE GAME
"MSI Titan 18 HX Dragon Edition Norse Myth A2XWJG-266NZ RTX 5090 Gaming Laptop 18"" UHD+ 120Hz MiniLED",computers/laptops,Intel Core Ultra 9 285HX - 96GB RAM - 6TB SSD - Win 11 Pro - AX Wi-Fi 7 + BT5.4 - Cherry Mechanical Per-Key RGB Keyboard - 2Y Warranty,"12,999.00",Titan 18 HX Dragon Edition Norse Myth
"Apple Macbook Pro 14"" Laptop with M4 Max Chip -CTO - Space Black",computers/laptops,"128GB Unified Memory - 8TB SSD - 16-Core CPU - 40-Core GPU - 14"" Liquid Retina XDR Nano-Texture Display finish 96W USB-C Power Adapter","13,676.05",
"Gigabyte Aorus Master 18 BZH RTX 5090 Gaming Laptop 18"" QHD 240Hz MiniLED",computers/laptops,Intel Ultra 9 275HX - 128GB RAM - 8TB SSD (4T x2) - Win 11 Pro - BE WiFi7 + BT - IR Cam - Thunderbolt5 (with PD & DP) - HDMI2.1 - RJ45 - Per Key RGB Keyboard,"14,833.23",AORUS MASTER 18 - OWN THE GAME
Acer C734-C1SD Te Reo Keyboard Chromebook + Targus Bag & Met Product Care Bundle,computers/laptops,"11.6"" HD - Intel Celeron N4500 - 4GB RAM - 32GB eMMC - AC WiFi - Webcam - ChromeOS - 3 Years Warranty",,"Background
The Maori Language Commission, in partnership with PB Tech, has created a keyboard layout for New Zealand. It is a keyboard for every New Zealander; whether you only use English, want to dabble in te reo Maori, or use te reo Maori all day.
What is it exactly?
The te reo Maori keyboard is a combination of characters printed on your laptop or desktop keyboard as well as supporting software (keyboard definitions). The definitions for Chrome devices are available for download when you scan the QR code on the box of your new device.
  Acer Chromebook 511"
"Microsoft Surface Laptop 6 13.5"" for Business - Black",computers/laptops,Intel Core Ultra 7 165H - 16GB RAM - 256GB SSD,,
"Acer Chromebook C734 - Te Reo Maori Keyboard K12 Education Only 11.6"" HD",computers/laptops,Intel Celeron N4500 - 4GB RAM - ChromeOS - 32GB eMMC - AC WiFi 5 - Webcam - 3Y Warranty,,Details not found
"Microsoft Surface Laptop 6 13.5"" for Business - Platinum",computers/laptops,Intel Core Ultra 7 165H - 16GB RAM - 256GB SSD,,
Microsoft Surface Laptop (7th Edition) for Business - Copilot+ PC - Platinum,computers/laptops,"Snapdragon X Elite (12 Core) - 16GB RAM - 256GB SSD - 15"" HDR Touch Display - Win 11 Pro",,"Unlock productivity superpowers
Unlock a new, unique set of features to help you stay one step ahead with Recall[15] and live captions.[8] With unique AI experiences, you can uncover new opportunities, solve problems faster, and create compelling content.
  The most advanced Windows protection by default
Copilot+ PCs provide the highest level of Windows security against evolving threats."
Microsoft Surface Laptop (7th Edition) for Business - Copilot+ PC - Platinum,computers/laptops,"Snapdragon X Plus (10 Core) - 16GB RAM - 256GB SSD - 13.8"" HDR Touch Display - Win 11 Pro",,"Unlock productivity superpowers
Unlock a new, unique set of features to help you stay one step ahead with Recall[15] and live captions.[8] With unique AI experiences, you can uncover new opportunities, solve problems faster, and create compelling content.
  The most advanced Windows protection by default
Copilot+ PCs provide the highest level of Windows security against evolving threats."
Microsoft Surface Pro (11th Edition) for Business - Copilot+ PC - Platinum,computers/laptops,"Snapdragon X Elite (12 Core) - 16GB RAM - 512GB SSD - 13"" PixelSense Flow OLED Display - Win 11 Pro",,"Unlock productivity superpowers
Unlock a new, unique set of features to help you stay one step ahead with Recall[18] and live captions.[15] With unique AI experiences, you can uncover new opportunities, solve problems faster, and create compelling content.
  The most advanced Windows protection by default
Copilot+ PCs provide the highest level of Windows security against evolving threats."
Microsoft Surface Laptop (7th Edition) for Business Copilot+ PC - Platinum,computers/laptops,"Snapdragon X Elite (12 Core) - 16GB RAM - 512GB SSD - 15"" HDR Touch Display - Win 11 Pro",,"Unlock productivity superpowers
Unlock a new, unique set of features to help you stay one step ahead with Recall[15] and live captions.[8] With unique AI experiences, you can uncover new opportunities, solve problems faster, and create compelling content.
  The most advanced Windows protection by default
Copilot+ PCs provide the highest level of Windows security against evolving threats."
"Microsoft Surface Laptop 6 13.5"" for Business - Black",computers/laptops,Intel Core Ultra 5 135H - 16GB RAM - 256GB SSD,,
Microsoft Surface Pro (11th Edition) for Business - Copilot+ PC - Platinum,computers/laptops,"Intel Core Ultra 5 (Series 2) - 16GB RAM - 256GB SSD - 13"" PixelSense Flow LCD Display - Win 11 Pro",,"Surface Pro for Business
AI-powered and built for business, Surface Pro combines versatility with the power of Intel® Core™ Ultra processor (Series 2) to boost AI experiences and productivity in a sleek design teams love.
  Copilot+ PCs, designed for business
Built for business, Surface Pro (11th Edition) with the Intel® Core™ Ultra processor (Series 2) offers exceptional AI-enabled performance for collaboration and productivity."
Microsoft Surface Pro (11th Edition) for Business - Copilot+ PC - Black,computers/laptops,"Snapdragon X Elite (12 Core) - 16GB RAM - 512GB SSD - 13"" PixelSense Flow OLED Display - Win 11 Pro",,"Unlock productivity superpowers
Unlock a new, unique set of features to help you stay one step ahead with Recall[18] and live captions.[15] With unique AI experiences, you can uncover new opportunities, solve problems faster, and create compelling content.
  The most advanced Windows protection by default
Copilot+ PCs provide the highest level of Windows security against evolving threats."
Microsoft Surface Laptop (7th Edition) for Business - Copilot+ PC - Graphite,computers/laptops,"Snapdragon X Elite (12 Core) - 32GB RAM - 1TB SSD - 13.8"" HDR Touch Display - Win 11 Pro",,"Unlock productivity superpowers
Unlock a new, unique set of features to help you stay one step ahead with Recall[15] and live captions.[8] With unique AI experiences, you can uncover new opportunities, solve problems faster, and create compelling content.
  The most advanced Windows protection by default
Copilot+ PCs provide the highest level of Windows security against evolving threats."
Microsoft Surface Pro (11th Edition) for Business - Copilot+ PC - Black,computers/laptops,"Snapdragon X Plus (10 Core) - 16GB RAM - 512GB SSD - 13"" PixelSense Flow LCD Display - Win 11 Pro",,"Unlock productivity superpowers
Unlock a new, unique set of features to help you stay one step ahead with Recall[18] and live captions.[15] With unique AI experiences, you can uncover new opportunities, solve problems faster, and create compelling content.
  The most advanced Windows protection by default
Copilot+ PCs provide the highest level of Windows security against evolving threats."
Microsoft Surface Pro (11th Edition) for Business - Copilot+ PC - Platinum,computers/laptops,"Intel Core Ultra 5 (Series 2) - 16GB RAM - 512GB SSD - 13"" PixelSense Flow LCD Display - Win 11 Pro",,"Surface Pro for Business
AI-powered and built for business, Surface Pro combines versatility with the power of Intel® Core™ Ultra processor (Series 2) to boost AI experiences and productivity in a sleek design teams love.
  Copilot+ PCs, designed for business
Built for business, Surface Pro (11th Edition) with the Intel® Core™ Ultra processor (Series 2) offers exceptional AI-enabled performance for collaboration and productivity."
Microsoft Surface Laptop (7th Edition) for Business - Copilot+ PC - ( Platinum ),computers/laptops,"Snapdragon X Elite (12 Core) - 16GB RAM - 512GB SSD - 13.8"" HDR Touch Display - Win 11 Pro",,"Unlock productivity superpowers
Unlock a new, unique set of features to help you stay one step ahead with Recall[15] and live captions.[8] With unique AI experiences, you can uncover new opportunities, solve problems faster, and create compelling content.
  The most advanced Windows protection by default
Copilot+ PCs provide the highest level of Windows security against evolving threats."
Microsoft Surface Pro (11th Edition) for Business - Copilot+ PC - Black,computers/laptops,"Snapdragon X Elite (12 Core) - 16GB RAM - 1TB SSD - 13"" PixelSense Flow OLED Display - Win 11 Pro",,"Unlock productivity superpowers
Unlock a new, unique set of features to help you stay one step ahead with Recall[18] and live captions.[15] With unique AI experiences, you can uncover new opportunities, solve problems faster, and create compelling content.
  The most advanced Windows protection by default
Copilot+ PCs provide the highest level of Windows security against evolving threats."
Microsoft Surface Laptop (7th Edition) for Business - Copilot+ PC - Platinum,computers/laptops,"Intel Core Ultra 7 (Series 2) - 16GB RAM - 256GB SSD - 13.8"" HDR Touch Display - Win 11 Pro",,"Copilot+ PC - Surface Laptop for Business
AI-powered and built for business, Surface Laptop in 13.8-inch and 15-inch models, delivers big performance and AI experiences with the Intel® Core™ Ultra processor (Series 2) in an elegant design.
  Surface Copilot+ PCs, designed for business
Built for business with Intel® Core™ Ultra processor (Series 2), Surface Laptop (7th Edition) offers exceptional AI-enabled performance for collaboration, creativity and productivity."
Microsoft Surface Pro (11th Edition) for Business - Copilot+ PC - Platinum,computers/laptops,"Snapdragon X Plus (10 Core) - 16GB RAM - 512GB SSD - 13"" PixelSense Flow LCD Display - Win 11 Pro",,"Unlock productivity superpowers
Unlock a new, unique set of features to help you stay one step ahead with Recall[18] and live captions.[15] With unique AI experiences, you can uncover new opportunities, solve problems faster, and create compelling content.
  The most advanced Windows protection by default
Copilot+ PCs provide the highest level of Windows security against evolving threats."
Microsoft Surface Pro 5G (11th Edition) for Business - Copilot+ PC - Platinum,computers/laptops,"Snapdragon X Plus (10 Core) - 16GB RAM - 256GB SSD - 13"" PixelSense Flow LCD Display - Win 11 Pro",,"Unlock productivity superpowers
Unlock a new, unique set of features to help you stay one step ahead with Recall[18] and live captions.[15] With unique AI experiences, you can uncover new opportunities, solve problems faster, and create compelling content.
  The most advanced Windows protection by default
Copilot+ PCs provide the highest level of Windows security against evolving threats."
Microsoft Surface Laptop (7th Edition) for Business - Copilot+ PC - Graphite,computers/laptops,"Snapdragon X Plus (10 Core) - 16GB RAM - 512GB SSD - 13.8"" HDR Touch Display - Win 11 Pro",,"Unlock productivity superpowers
Unlock a new, unique set of features to help you stay one step ahead with Recall[15] and live captions.[8] With unique AI experiences, you can uncover new opportunities, solve problems faster, and create compelling content.
  The most advanced Windows protection by default
Copilot+ PCs provide the highest level of Windows security against evolving threats."
"Microsoft Surface Laptop 6 13.5"" for Business - Black",computers/laptops,Intel Core Ultra 7 165H - 64GB RAM - 1TB SSD,,
Microsoft Surface Laptop (7th Edition) for Business Copilot+ PC - Platinum,computers/laptops,"Snapdragon X Elite (12 Core) - 16GB RAM - 1TB SSD - 15"" HDR Touch Display - Win 11 Pro",,"Unlock productivity superpowers
Unlock a new, unique set of features to help you stay one step ahead with Recall[15] and live captions.[8] With unique AI experiences, you can uncover new opportunities, solve problems faster, and create compelling content.
  The most advanced Windows protection by default
Copilot+ PCs provide the highest level of Windows security against evolving threats."
Microsoft Surface Pro (11th Edition) for Business - Copilot+ PC - Black,computers/laptops,"Intel Core Ultra 5 (Series 2) - 16GB RAM - 512GB SSD - 13"" PixelSense Flow LCD Display - Win 11 Pro",,"Surface Pro for Business
AI-powered and built for business, Surface Pro combines versatility with the power of Intel® Core™ Ultra processor (Series 2) to boost AI experiences and productivity in a sleek design teams love.
  Copilot+ PCs, designed for business
Built for business, Surface Pro (11th Edition) with the Intel® Core™ Ultra processor (Series 2) offers exceptional AI-enabled performance for collaboration and productivity."
Microsoft Surface Pro (11th Edition) for Business - Copilot+ PC - Platinum,computers/laptops,"Snapdragon X Elite (12 Core) - 32GB RAM - 1TB SSD - 13"" PixelSense Flow OLED Display - Win 11 Pro",,"Unlock productivity superpowers
Unlock a new, unique set of features to help you stay one step ahead with Recall[18] and live captions.[15] With unique AI experiences, you can uncover new opportunities, solve problems faster, and create compelling content.
  The most advanced Windows protection by default
Copilot+ PCs provide the highest level of Windows security against evolving threats."
Microsoft Surface Pro (11th Edition) for Business - Copilot+ PC - Platinum,computers/laptops,"Snapdragon X Elite (12 Core) - 16GB RAM - 1TB SSD - 13"" PixelSense Flow OLED Display - Win 11 Pro",,"Unlock productivity superpowers
Unlock a new, unique set of features to help you stay one step ahead with Recall[18] and live captions.[15] With unique AI experiences, you can uncover new opportunities, solve problems faster, and create compelling content.
  The most advanced Windows protection by default
Copilot+ PCs provide the highest level of Windows security against evolving threats."
Microsoft Surface Laptop (7th Edition) for Business - Copilot+ PC - Platinum,computers/laptops,"Snapdragon X Elite (12 Core) - 16GB RAM - 1TB SSD - 13.8"" HDR Touch Display - Win 11 Pro",,"Unlock productivity superpowers
Unlock a new, unique set of features to help you stay one step ahead with Recall[15] and live captions.[8] With unique AI experiences, you can uncover new opportunities, solve problems faster, and create compelling content.
  The most advanced Windows protection by default
Copilot+ PCs provide the highest level of Windows security against evolving threats."
Microsoft Surface Laptop (7th Edition) for Business - Copilot+ PC - Black,computers/laptops,"Intel Core Ultra 7 (Series 2) - 32GB RAM - 256GB SSD - 15"" HDR Touch Display - Win 11 Pro",,"Copilot+ PC - Surface Laptop for Business
AI-powered and built for business, Surface Laptop in 13.8-inch and 15-inch models, delivers big performance and AI experiences with the Intel® Core™ Ultra processor (Series 2) in an elegant design.
  Surface Copilot+ PCs, designed for business
Built for business with Intel® Core™ Ultra processor (Series 2), Surface Laptop (7th Edition) offers exceptional AI-enabled performance for collaboration, creativity and productivity."
Microsoft Surface Laptop (7th Edition) for Business - Copilot+ PC - Graphite,computers/laptops,"Snapdragon X Elite (12 Core) - 16GB RAM -1TB SSD - 15"" HDR Touch Display - Win 11 Pro",,"Unlock productivity superpowers
Unlock a new, unique set of features to help you stay one step ahead with Recall[15] and live captions.[8] With unique AI experiences, you can uncover new opportunities, solve problems faster, and create compelling content.
  The most advanced Windows protection by default
Copilot+ PCs provide the highest level of Windows security against evolving threats."
Microsoft Surface Laptop (7th Edition) for Business - Copilot+ PC - ( Graphite ),computers/laptops,"Snapdragon X Elite (12 Core) - 16GB RAM - 512GB SSD - 13.8"" HDR Touch Display - Win 11 Pro",,"Unlock productivity superpowers
Unlock a new, unique set of features to help you stay one step ahead with Recall[15] and live captions.[8] With unique AI experiences, you can uncover new opportunities, solve problems faster, and create compelling content.
  The most advanced Windows protection by default
Copilot+ PCs provide the highest level of Windows security against evolving threats."
"Microsoft Surface Laptop 6 13.5"" for Business - Platinum",computers/laptops,Intel Core Ultra 7 165H - 64GB RAM - 1TB SSD,,
Microsoft Surface Pro (11th Edition) for Business - Copilot+ PC - Black,computers/laptops,"Intel Core Ultra 7 (Series 2) - 16GB RAM - 512GB SSD - 13"" PixelSense Flow OLED Display - Win 11 Pro",,"Surface Pro for Business
AI-powered and built for business, Surface Pro combines versatility with the power of Intel® Core™ Ultra processor (Series 2) to boost AI experiences and productivity in a sleek design teams love.
  Copilot+ PCs, designed for business
Built for business, Surface Pro (11th Edition) with the Intel® Core™ Ultra processor (Series 2) offers exceptional AI-enabled performance for collaboration and productivity."
Microsoft Surface Laptop (7th Edition) for Business - Copilot+ PC - Graphite,computers/laptops,"Snapdragon X Elite (12 Core) - 16GB RAM - 512GB SSD - 15"" HDR Touch Display - Win 11 Pro",,"Unlock productivity superpowers
Unlock a new, unique set of features to help you stay one step ahead with Recall[15] and live captions.[8] With unique AI experiences, you can uncover new opportunities, solve problems faster, and create compelling content.
  The most advanced Windows protection by default
Copilot+ PCs provide the highest level of Windows security against evolving threats."
